dollarsobligated,currentcontractvalue,ultimatecontractvalue,originalmajoragency,majoragency,originalcontractingagency,modifiedcontractingagency,contractingagency,contractingoffice,originalmajorfundingagency,majorfundingagency,modifiedfundingagency,programfundingagency,programfundingoffice,fundedbyforeigngovernmentorinter,agencywithintas,accountwithintas,subaccountwithintas,accounttitle,recoveryflag,signeddatecharacter,datesigned,effectivedatecharacter,effectivedate,currentcompletiondatecharacter,currentcompletiondate,ultimatecompletiondatecharacter,ultimatecompletiondate,idvtype,reasonformodification,typeofcontractpricing,lettercontract,multiyearcontract,performancebasedservicecontract,majorprogram,contingencyhumanitarianorpeaceke,costorpricingdatadod,contractfinancing,costaccountingstandardsclause,contractdescription,purchasecardaspaymentmethod,numberofactions,nationalinterestaction,idvlastdatetoordercharacter,idvlastdatetoorder,typeofidc,multipleorsingleawardidc,programacronym,bestvendorname,vendorname,vendoralternatename,vendorlegalorganizationname,vendordoingbusinessasname,bestvendornametype,divisionname,divisionnumberorofficecode,vendorenabled,vendorlocationdisableflag,ccrexception,vendoraddressline1,vendoraddressline2,vendoraddressline3,vendoraddresscity,originalvendoraddressstate,vendoraddressstate,vendoraddressstatelong,vendorzipcode,vendorcountry,originalvendorcongressionaldistr,vendorcongressionaldistrictmodif,vendorcongressionaldistrict,vendorsitecode,vendoralternatesitecode,vendordunsnumber,vendorduns,vendorphonenumber,vendorfaxnumber,ccrregistrationdatecharacter,ccrregistrationdate,ccrrenewaldatecharacter,ccrrenewaldate,parentname,changedparentname,bestparentname,parentduns13digit,parentduns,combinedduns,placeofperformancecode,originalplaceofperformancestate,placeofperformancestate,placeofperformancestateoriginal,placeofperformancecountry,placeofperformancezipcode,originalplacecongressionaldistri,placecongressionaldistrictmodifi,placeofperformancecongdistrict,majorproductorservicecode,productorservicecode,dodprogramsystemorequipmentcode,dodclaimantprogramcode,principalnaicscode,informationtechnologycommerciali,govtfurnishedequipmentorproperty,useofepadesignatedproducts,recoveredmaterialclauses,seatransportation,contractbundlingreason,consolidatedcontract,productcountryoforigin,uscontract,identifyingagencyid,procurementinstrumentid,modificationnumber,transactionnumber,fiscalyear,idvidentifyingagencyid,idvprocurementinstrumentid,idvmodificationnumber,solicitationid,uniquetransactionid,transactionstatus,competitioncategory,extentcompeted,reasonnotcompeted,numberofoffersreceived,commercialitemacquisitionprocedu,commercialitemtestprogram,smallbusinesscompetdemonstration,a76fairactaction,competitiveprocedures,solicitationprocedures,typeofsetaside,evaluatedpreference,typeofresearch,statutoryexceptiontofairopportun,businesssizedetermination,subcontractingplan,priceevaluationpercentdifference,fedbizopps,localareasetaside,organizationaltype,numberofemployees,annualrevenue,afirm,histunderutilizedbusinesszonehub,smalldisadvantagedbusiness,shelteredworkshopjwodprovider,historicallyblackcollegeoruniver,educationalinstitution,womanownedbusiness,veteranownedbusiness,servicedisabledveteranownedfirm,localgovernment,minorityinstitution,americanindianownedbusiness,stategovernment,federalgovernment,minorityownedbusiness,asianpacificamericanownedbusines,tribalgovernment,blackamericanownedbusiness,nativeamericanownedbusiness,subcontinentasianasianindianamer,hispanicamericanownedbusiness,hospital,forprofitorganization,nonprofitorganization,othernotforprofitorganization,foundation,hispanicservicinginstitution,landgrantcollege,v172,v173,veterinarycollege,veterinaryhospital,privateuniversityorcollege,schoolofforestry,statecontrolledinstitutionhigher,serviceprovider,receivescontracts,receivesgrants,receivescontractsandgrants,airportauthority,councilofgovernments,housingauthoritypublicortribal,interstateentity,planningcommission,portauthority,transitauthority,subchapterscorporation,limitedliabilitycorporation,foreignownedandlocated,architectureorengineering,dotcertifieddisadvantagedbusines,citylocalgovernment,communitydevelopcorpownedfirm,communitydevelopmentcorporation,constructionfirm,manufacturerofgoods,corporateentitynottaxexempt,countylocalgovernment,domesticshelter,federalagency,federallyfundedresearchanddevelc,foreigngovernment,indiantribefederallyrecognized,intermunicipallocalgovernment,internationalorganization,laborsurplusareafirm,localgovernmentowned,municipalitylocalgovernment,nativehawaiianownedfirm,otherbusinessororganization,otherminorityownedbusiness,partnershiporlimitedliabilitypar,schooldistrictlocalgovernment,smallagriculturalcooperative,soleproprietorship,townshiplocalgovernment,triballyownedfirm,tribalcollege,alaskannativeownedfirm,corporateentitytaxexempt,interagencycontractingauthority,sbacertifiedsmalldisadvantagedbu,emergingsmallbusiness,womenownedsmallbusiness,economicallydisadvantagedwomenow,womenownedsmallbusinessjointvent,economicallydisadvwomenownedsmal,manufacturingorganizationtype,walshhealyact,servicecontractact,davisbaconact,clingercohenact,otherstatutoryauthority,v237,rando,effective_year,effective_month,effective_day,signed_year,signed_month,signed_day
8244,0,0,9700,Dept. of Defense,2100,"2100: ARMY, Department of the (except Corps of Engineers Civil Program Financing)","ARMY, Department of the (except Corps of Engineers Civil Program Financing)",AE24,9700,Dept. of Defense,"2100: ARMY, Department of the (except Corps of Engineers Civil Program Financing)","ARMY, Department of the (except Corps of Engineers Civil Program Financing)",,Not Applicable,,,,,,09/30/2002,09/30/2002,09/30/2002,09/30/2002,11/30/2002,11/30/2002,,,Delivery Order (DO),Invalid code: ,Fixed Price,X,No,No,,None,No,Percentage of Completion Progress Payments,X, ,No,1,NONE,,,,,,ALL CITIES ENTERPRISES,ALL CITIES ENTERPRISES,,,,Invalid code: ,,,,,,1552 S  VINEYARD AVENUE,,,ONTARIO,CA,CA: California,CA,91761,UNITED STATES,CA43,CA43,CA43,,,49905268,49905268,,,,,,,ALL CITIES ENTERPRISES,ALL CITIES ENTERPRISES,ALL CITIES ENTERPRISES,49905268,49905268,049905268,1876,AL,AL: Alabama,AL: ,United States,,AL00,AL90,AL00,"Z: Maintenance, repair, or alteration of real property","Z159: Maintenance, Repair or Alteration of Real Property -- Other Industrial Buildings",1000,C2,235510: Carpentry Contractors,,No,Meets Requirements,FAR 52.223-4 and FAR 52.223-9 Included (Recovered Material Certification and Recovered Material Content),N,Not a bundled requirement,No, ,Invalid code: ,"9700: DEFENSE, Department of",0018,0,0,2002,"9700: DEFENSE, Department of",DAAE2402D0007,0,,8d3ea82c60b5465646a968d2e02c6327,active,Not available for competition,B: Not Available for Competition,OTH: Authorized by Statute,1,D,N,Yes,No,,Invalid code: ,8AN: 8(a) Sole Source,Invalid code: ,Invalid code: ,Invalid code: ,Small Business,Plan Not Required,0,Not Applicable: transaction with obligation less than or equal to $25K,,,0,$5000000.00,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,Yes,No,No,No,No,No,,X,X,Yes,No,,,-2.2626169,2002,9,30,2002,9,30
268970,0,0,,Dept. of Defense,2100,"2100: ARMY, Department of the (except Corps of Engineers Civil Program Financing)","ARMY, Department of the (except Corps of Engineers Civil Program Financing)",W58RGZ,9700,Dept. of Defense,"2100: ARMY, Department of the (except Corps of Engineers Civil Program Financing)","ARMY, Department of the (except Corps of Engineers Civil Program Financing)",W58RGZ,Not Applicable,,,,,,12/02/2004,12/02/2004,12/02/2004,12/02/2004,03/29/2007,03/29/2007,,,Delivery Order (DO),Invalid code: ,Fixed Price,X,No,X,,None,Invalid code: ,Not Applicable,X, ,No,1,NONE,,,,,,"AAR ALLEN SERVICES, INC","AAR ALLEN SERVICES, INC",,,,Invalid code: ,,,,,,747 ZECKENDORF BLVD,,,GARDEN CITY,NY,NY: New York,NY,11530,UNITED STATES,NY04,NY04,NY04,,,961013158,961013158,,,,,,,AAR CORP.,AAR CORP.,AAR CORP.,5425814,5425814,005425814,,NY,NY: New York,NY: ,United States,,NY00,NY90,NY00,29: Engine accessories,"2995: Miscellaneous Engine Accessories, Aircraft",000,A1B,336412: Aircraft Engine and Engine Parts Manufacturing,,No,Not Required,Invalid code: ,N,Not a bundled requirement,No, ,Invalid code: ,"9700: DEFENSE, Department of",0004,0,0,2005,"9700: DEFENSE, Department of",DAAH2302D0120,0,,626163cddc338a3929a81a8c22d17f90,active,Full and open competition,A: Full and Open Competition, ,4,D,N,Yes,No,,NP: Negotiated Proposal / Quote,NONE: No set aside used.,No Preference used,Invalid code: ,Invalid code: ,Other Than Small Business,Plan Required - Incentive Not Included,0,Yes: transaction subject to FedBizOpps,,,0,$0.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,No,X,X,No,,,-2.0065632,2004,12,2,2004,12,2
59065.89,59065.89,59065.89,,General Services Administration,4740,4740: Public Buildings Service,Public Buildings Service,MM000, ,General Services Administration,4740: Public Buildings Service, ,,Not Applicable,,,,,,01/01/2008,01/01/2008,01/01/2008,01/01/2008,09/30/2008,09/30/2008,09/30/2008,09/30/2008,Delivery Order (DO),Invalid code: ,Fixed Price with Economic Price Adjustment,X,No,No,,None,Invalid code: ,Invalid code: ,X,LEASE,No,1,NONE,,,,,,"1120 VERMONT AVENUE ASSOCIATES, LLP","1120 VERMONT AVENUE ASSOCIATES, LLP",,,,Invalid code: ,,,,,,1120 VERMONT AVE NWSTE 900,,,WASHINGTON,DC,DC: District of Columbia,DC,200053532,UNITED STATES,DC00,DC98,DC00,044250629,200053532,44250629,44250629,,,07/24/2003,07/24/2003,08/30/2011,08/30/2011,1120 VERMONT AVENUE ASSOCIATES  LLP,1120 VERMONT AVENUE ASSOCIATES  LLP,1120 VERMONT AVENUE ASSOCIATES  LLP,44250629,44250629,,,DC,DC: District of Columbia,DC: ,United States,,DC00,DC98,DC00,X: Lease or rental of facilities,X111: Lease or Rental of Facilities -- Office Buildings,,,531120: Lessors of Nonresidential Buildings (except Miniwarehouses),,No,Not Required,Invalid code: ,,Not a bundled requirement,No, ,Invalid code: ,4740: Public Buildings Service,GS11B0167208023,0,0,2008,4740: Public Buildings Service,GS11B01672,11,,bf2c293a328428cac610faf7a59be0ca,active,Full and open competition,A: Full and Open Competition, ,2,D,N,No,No,,Invalid code: , ,Invalid code: ,Invalid code: ,Invalid code: ,Other Than Small Business,Invalid code: ,0,Yes: transaction subject to FedBizOpps,,PARTNERSHIP,0,$20099124.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,No,X,No,,,-1.6831522,2008,1,1,2008,1,1
234.6,234.6,234.6,4700,General Services Administration,4732,4732: Office of the Federal Acquisition Service,Office of the Federal Acquisition Service,CR000,9700,Dept. of Defense,"2100: ARMY, Department of the (except Corps of Engineers Civil Program Financing)","ARMY, Department of the (except Corps of Engineers Civil Program Financing)",W90Z0G,Not Applicable,97,4930,,,,09/14/2011,09/14/2011,09/14/2011,09/14/2011,09/27/2011,09/27/2011,09/27/2011,09/27/2011,Delivery Order (DO),Invalid code: ,Fixed Price with Economic Price Adjustment,X,No,X,,None,Invalid code: ,Invalid code: ,Unknown,"CARTRIDGE, TONER : IAW HP PN CE250A ITEM NAME CA RTRIDGE, TONER CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES: STANDARD YIELD CARTRIDGE FOR U SE WITH HP LASERJET CP3525/CM3530 SERIES PRINTER S, INCLUDING CP3525DN, CP3525N, CP3525X, CM3530, CM3530FS AND ALL OTHERS THAT USE HP CARTRIDGE C E250A COLOR BLACK YIELD 5,000 PAGES (AVERAGE YIE LD IAW ISO/IEC 19798)",No,1,NONE,,,,,,"ABM OFFICE SUPPLY CO, INC","ABM OFFICE SUPPLY CO, INC",,,,Invalid code: ,,,,,,5 RESEARCH PARK DR,,,SAINT CHARLES,MO,MO: Missouri,MO,633045685,UNITED STATES,MO09,MO09,MO09,,,64632888,64632888,,,,,,,ABM FEDERAL SALES  INC.,ABM FEDERAL SALES  INC.,ABM FEDERAL SALES  INC.,64632888,64632888,,,MO,MO: Missouri,MO: MISSOURI,United States,633045685,MO09,MO09,MO09,75: Office supplies and devices,7510: Office Supplies,,,339944: Carbon Paper and Inked Ribbon Manufacturing,NOT IT PRODUCTS OR SERVICES,No,Not Required,No Clauses Included,,Not a bundled requirement,No, ,Mfg in U.S.,4732: Office of the Federal Acquisition Service,GSNPNEAE9401,0,0,2011,4730: Federal Supply Service,GS14F0167D,0,,e8dafa4d8afdd79e29aa7979120aa9f2,active,Full and open competition,A: Full and Open Competition, ,999,A,N,No,No,,MAFO: Multiple Award Fair Opportunity,NONE: No set aside used.,No Preference used,Invalid code: ,No Exception -- Fair Opportunity given,Small Business,Invalid code: ,0,Not Applicable: transaction with obligation less than or equal to $25K,N,,0,$0.00,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,B,No,No,No,No,No,No,,X,X,X,No,,,-1.7227507,2011,9,14,2011,9,14
170000,0,0,,Dept. of Defense,1700,"1700: NAVY, Department of the","NAVY, Department of the",BY006,9700,Dept. of Defense,"1700: NAVY, Department of the","NAVY, Department of the",,Not Applicable,,,,,,05/14/2004,05/14/2004,05/14/2004,05/14/2004,09/30/2004,09/30/2004,,,Delivery Order (DO),Change Order,Invalid code: N,X,No,No,,None,Invalid code: ,Invalid code: ,X,"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        200412!V00226!1700!BY006 !NAVSEA WASHINGTON DC            !GS23F0123J     !C!N! !N!N0002404FB061!P00002!20040514!20040930!031335842!031335842!001876440!N!EDO ACQUISITION II, INC       !2800 SHIRLINGTON ROAD     !ARLINGTON           !VA!22206!03000!013!51!ARLINGTON           !ARLINGTON             !VIRGINIA  !+000000170000!N!N!000000000000!R799!OTHER MANAGEMENT SUPPORT SERVICES                 !C9E!ALL OTHER SUPPLIES AND EQUIPMENT    !000 !*                             !541618!E! !6! ! !D! ! !99990909!B!E!N! ! !A! ! ! !000! !  ! ! ! ! !  !Y!B!N!N! ! ! ! ! ! !00 ! ! ! ! ! ! ! !    !      !0001! !",No,1,NONE,,,,,,ADVANCED ENGINEERING & RESEARC,ADVANCED ENGINEERING & RESEARC,,,,Invalid code: ,,,,,,2361 JEFF DAVIS HWY # 336,,,ARLINGTON,VA,VA: Virginia,VA,222023876,UNITED STATES,VA08,VA08,VA08,,,152881470,152881470,,,,,,,ADVANCED ENGINEERING & RESEARC,ADVANCED ENGINEERING & RESEARC,ADVANCED ENGINEERING & RESEARC,152881470,152881470,152881470,,VA,VA: Virginia,VA: ,United States,,VA00,VA90,VA00,"R: Professional, admin, and management support services",R425: Engineering and Technical Services,000,C9E,541330: Engineering Services,COMMERCIAL SERVICE,No,Not Required,Invalid code: ,,Not a bundled requirement,No,United States,Invalid code: ,"9700: DEFENSE, Department of",N0002404FB061,P00002,0,2004,4730: Federal Supply Service,GS23F0123J,0,,dd22b47a0b7d583ea8b712eaa874ea68,active,"Full and open competition, but only one bid",A: Full and Open Competition, ,0,A,N,No,No,,NP: Negotiated Proposal / Quote,NONE: No set aside used.,No Preference used,Invalid code: ,Invalid code: ,Small Business,Plan Not Required,0,Not Applicable: transaction with obligation less than or equal to $25K,,,0,$0.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,X,X,No,,,-2.2918918,2004,5,14,2004,5,14
215417,0,0,9700,Dept. of Defense,2100,"2100: ARMY, Department of the (except Corps of Engineers Civil Program Financing)","ARMY, Department of the (except Corps of Engineers Civil Program Financing)",CW41,9700,Dept. of Defense,96CE: U.S. Army Corps of Engineers - civil program financing only,U.S. Army Corps of Engineers - civil program financing only,,Not Applicable,,,,,,02/07/2002,02/07/2002,02/07/2002,02/07/2002,05/31/2002,05/31/2002,,,Delivery Order (DO),Change Order,Cost Plus Fixed Fee,X,No,No,,None,Yes,Not Applicable,Yes, ,No,1,NONE,,,,,,"TAMS CONSULTANTS, INC","TAMS CONSULTANTS, INC",,,,Invalid code: ,,,,,,655 THIRD AVENUE,,,NEW YORK,NY,NY: New York,NY,10017,UNITED STATES,NY14,NY14,NY14,,,183214600,183214600,,,,,,,AECOM TECHNOLOGY CORPORATION,AECOM TECHNOLOGY CORPORATION,AECOM TECHNOLOGY CORPORATION,153561212,153561212,153561212,6240,NJ,NJ: New Jersey,NJ: ,United States,,NJ00,NJ90,NJ00,C: Architect and engineering services,"C211: Architect - Engineer Services (including landscaping, interior layout, and designing)",5ZSE,S1,541330: Engineering Services,,No,Not Required,Invalid code: ,N,Not a bundled requirement,No, ,Invalid code: ,"9700: DEFENSE, Department of",0010,7,0,2002,"9700: DEFENSE, Department of",DACW4199D9010,0,,47546d388fde8ff2013c87263d1c65f9,active,Competed after exclusion of sources,D: Full and Open Competition after exclusion of sources, ,9,D,N,Yes,No,,AE: Architect - Engineer,NONE: No set aside used.,Invalid code: ,Invalid code: ,Invalid code: ,Other Than Small Business,Plan Not Required,0,Yes: transaction subject to FedBizOpps,,,0,$0.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,Yes,X,No,,,-2.608794,2002,2,7,2002,2,7
12555,12555,12555,,Dept. of Homeland Security,7014,7014: U.S. Customs Service,U.S. Customs Service,CS001, ,Dept. of Homeland Security,7014: U.S. Customs Service, ,,Not Applicable,,,,,,08/11/2008,08/11/2008,06/26/2008,06/26/2008,09/15/2008,09/15/2008,09/15/2008,09/15/2008,Purchase Order (PO),"Additional Work (new agreement, FAR part 6 applies)",Fixed Price,X,No,X,,None,Invalid code: ,Invalid code: ,X,SURVEILLANCE SYSTEM UPGRADE,No,1,NONE,,,,,,"4G CUSTOM TECHNOLOGY, LLC","4G CUSTOM TECHNOLOGY, LLC",,,,Invalid code: ,,,,,,6501 EMILY LN,,,ATHENS,TX,TX: Texas,TX,757513644,UNITED STATES,TX05,TX05,TX05,614896905,757513644,614896905,614896905,,,12/26/2005,12/26/2005,05/14/2009,05/14/2009,4G CUSTOM TECHNOLOGY  LLC,4G CUSTOM TECHNOLOGY  LLC,4G CUSTOM TECHNOLOGY  LLC,614896905,614896905,,,CA,CA: California,CA: CALIFORNIA,United States,925182036,CA44,CA44,CA44,"58: Communication, detection and coherent rad. equipment",5836: Video Recording and Reproducing Equipment,,,561621: Security Systems Services (except Locksmiths),,No,Not Required,No Clauses Included,,Invalid code: ,No, ,Invalid code: ,7014: U.S. Customs Service,HSBP1008P21926,P00001,0,2008, ,,,,0ce1cbf8acae18c228bef409207825f6,active,Full and open competition,A: Full and Open Competition, ,7,D,N,No,No,,SP1: Simplified Acquisition,NONE: No set aside used.,No Preference used,Invalid code: ,Invalid code: ,Small Business,Invalid code: ,0,Yes: transaction subject to FedBizOpps,,PARTNERSHIP,2,$250000.00,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,X,Yes,No,No,No,No,No,,X,X,X,No,,,-2.7616234,2008,6,26,2008,8,11
-15843,-15843,-15843,,Dept. of Veterans Affairs,3600,"3600: VETERANS AFFAIRS, Department of","VETERANS AFFAIRS, Department of",00246, ,Dept. of Veterans Affairs,"3600: VETERANS AFFAIRS, Department of", ,,Not Applicable,,,,,,04/18/2006,04/18/2006,04/18/2006,04/18/2006,09/06/2006,09/06/2006,09/06/2006,09/06/2006,Definitive Contract (DCA),Change Order,Fixed Price,X,No,No,,None,Invalid code: ,Invalid code: ,X,HVAC CORRECTIONS PHASE 2,No,1,NONE,,,,,,AAMC INCORPORATED,AAMC INCORPORATED,,AAMC INCORPORATED,,Invalid code: ,,,,,,RR 1 BOX 236,,,FLEMINGTON,WV,WV: West Virginia,WV,263477972,UNITED STATES,WV00,WV90,WV00,0086410030000,263477972,8641003,8641003,,,,,04/19/2006,04/19/2006,A.A.M.C. INC.,A.A.M.C. INC.,A.A.M.C. INC.,8641003,8641003,008641003,,WV,WV: West Virginia,WV: WEST VIRGINIA,United States,263479729,WV01,WV01,WV01,"Z: Maintenance, repair, or alteration of real property","Z141: Maintenance, Repair or Alteration of Real Property -- Hospitals and Infirmaries",,,"238220: Plumbing, Heating, and Air-Conditioning Contractors",,No,Not Required,No Clauses Included,,Not a bundled requirement,No, ,Invalid code: ,"3600: VETERANS AFFAIRS, Department of",V246C00327,1,0,2006, ,,,,5bcad563f259a59006f925eaf6e4a6b8,active,Competed after exclusion of sources,D: Full and Open Competition after exclusion of sources, ,1,D,N,Yes,No,,NP: Negotiated Proposal / Quote,8A: 8A Competed,No Preference used,Invalid code: ,Invalid code: ,Small Business,Plan Not Required,0,Not Applicable: transaction with obligation less than or equal to $25K,,,31,$10000000.00,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,Yes,Yes,No,No,No,No,,X,X,Yes,No,,,-1.7993233,2006,4,18,2006,4,18
12.3,12.3,0,,General Services Administration,4730,4730: Federal Supply Service,Federal Supply Service,GV000,9700,Dept. of Defense,"2100: ARMY, Department of the (except Corps of Engineers Civil Program Financing)","ARMY, Department of the (except Corps of Engineers Civil Program Financing)",W812AD,Not Applicable,,,,,,05/23/2005,05/23/2005,05/23/2005,05/23/2005,06/25/2005,06/25/2005,,,Blanket Purchase Agreement Call,Invalid code: ,Invalid code: N,X,No,X,,None,Invalid code: ,Invalid code: ,X,"SEALING COMPOUND: IAW MILSPC MIL-S- 46163A, DATE D JULY 12, 1983 AND INTERIM AMENDMENT 3, DATED F EBRUARY 3, 1995. TYPE II: LUBRICATING, THIXOTROP IC GRADE: N COLOR: BLUE SZ: 50 CC PACKAGED IN PL ASTIC SQUEEZE BOTTLES.. SHELF LIFE CODE: 5 (18 M O) MAX AGE ON DEL: 3 MO (EXCEPTIONS APPLY) (PART IAL DESCRIPTION)",No,1,NONE,,,,,,"ACCRABOND, INC.","ACCRABOND, INC.",,,,Invalid code: ,,,,,,8848 HACKS CROSS ROAD,,,OLIVE BRANCH,MS,MS: Mississippi,MS,386543827,UNITED STATES,MS01,MS01,MS01,0639318360000PR,386543827,63931836,63931836,,,,,04/14/2005,04/14/2005,ACCRABOND CORPORATION,ACCRABOND CORPORATION,ACCRABOND CORPORATION,63931836,63931836,063931836,,:,"ZZ: Invalid code, or not in U.S.",: ,Invalid code: :,,ZZ,ZZ,ZZ,"80: Brushes, paints, sealers, and adhesives",8030: Preservative and Sealing Compounds,,,325520: Adhesive Manufacturing,,No,Invalid code: ,Invalid code: ,,Invalid code: ,No, ,Invalid code: ,4730: Federal Supply Service,GSMPNB830385,0,0,2005,4730: Federal Supply Service,GS06FB1190,0,,facd21590b108a5b92f1b9d2217460f6,active,"Full and open competition, but only one bid",A: Full and Open Competition, ,0,D,N,No,No,,SP1: Simplified Acquisition, ,Invalid code: ,Invalid code: ,Invalid code: ,Small Business,Invalid code: ,0,Not Applicable: transaction with obligation less than or equal to $25K,,,10,$1000000.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,X,X,No,,,-1.740477,2005,5,23,2005,5,23
5883,0,0,7000,Dept. of Homeland Security,7015,7015: Federal Law Enforcement Training Center,Federal Law Enforcement Training Center,LE001,7000,Dept. of Homeland Security,7015: Federal Law Enforcement Training Center,Federal Law Enforcement Training Center,,Not Applicable,,,,,,08/15/2003,08/15/2003,08/15/2003,08/15/2003,08/15/2003,08/15/2003,08/15/2003,08/15/2003,Delivery Order (DO),Supplemental Agreement for work within scope,Fixed Price,X,No,No,,None,Invalid code: ,Invalid code: ,X,,No,1,NONE,,,,,,ABBA CONSTRUCTION,ABBA CONSTRUCTION,,,,Invalid code: ,,,,,,6963-1 BUSINESS PK BLVD N,,,JACKSONVILLE,FL,FL: Florida,FL,32256,UNITED STATES,FL04,FL04,FL04,,,607618931,607618931,,,,,,,ABBA CONSTRUCTION  INC.,ABBA CONSTRUCTION  INC.,ABBA CONSTRUCTION  INC.,607618931,607618931,607618931,33532,GA,GA: Georgia,GA: ,United States,,GA00,GA90,GA00,"Z: Maintenance, repair, or alteration of real property","Z199: Maintenance, Repair or Alteration of Real Property -- Miscellaneous Buildings",,,233320: Commercial and Institutional Building Construction,,No,Not Required,Invalid code: ,,Not a bundled requirement,No, ,Invalid code: ,7015: Federal Law Enforcement Training Center,LE001200304CFT0060TFTC0127,2,0,2003,"2024: Federal Law Enforcement Training Center (disused code, now 7015)",TFTC0127,0,,ad036745bc0bf15725d80f1d2dfb68d6,active,Competed after exclusion of sources,A: Full and Open Competition, ,2,D,N,No,No,,Invalid code: ,SBA: Small Business Set-Aside -- Total,Invalid code: ,Invalid code: ,Invalid code: ,Small Business,Plan Not Required,0,Yes: transaction subject to FedBizOpps,,,30,$7091923.00,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,X,Yes,No,,,-1.9493247,2003,8,15,2003,8,15
